http<||>http://ru.wikipedia.org/wiki/IP-%D0%B0%D0%B4%D1%80%D0%B5%D1%81<||>Что такое IP адрес<||>
http<||>http://ru.wikipedia.org/wiki/Dns<||>Что такое DNS<||>
http<||>http://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D0%B2%D0%B5%D1%80_(%D0%B0%D0%BF%D0%BF%D0%B0%D1%80%D0%B0%D1%82%D0%BD%D0%BE%D0%B5_%D0%BE%D0%B1%D0%B5%D1%81%D0%BF%D0%B5%D1%87%D0%B5%D0%BD%D0%B8%D0%B5)<||>Что такое Сервер<||>
http<||>http://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D1%81%D1%82%D0%B8%D0%BD%D0%B3<||>Что такое Хостинг<||>
http<||>http://ru.wikipedia.org/wiki/Php<||>Что такое PHP<||>
